alpha,beta,living_loss,object_loss,living_acc,object_acc,avg_loss,worst_loss,avg_acc,worst_acc
0.04999999999999999,0.95,2.4378265126546226,0.37834470748901367,0.44666666666666666,0.8775,1.4080856100718182,2.4378265126546226,0.6620833333333334,0.44666666666666666
0.04999999999999999,1.025,2.73036252339681,0.38643181800842286,0.4116666666666667,0.875,1.5583971707026163,2.73036252339681,0.6433333333333333,0.4116666666666667
0.04999999999999999,1.0999999999999999,3.049469502766927,0.39635524749755857,0.37,0.8725,1.7229123751322428,3.049469502766927,0.6212500000000001,0.37
0.04999999999999999,1.175,3.3925340779622397,0.4080361557006836,0.3466666666666667,0.875,1.9002851168314616,3.3925340779622397,0.6108333333333333,0.3466666666666667
0.04999999999999999,1.25,3.7570545450846353,0.42145697593688963,0.3233333333333333,0.875,2.0892557605107624,3.7570545450846353,0.5991666666666666,0.3233333333333333
0.125,-0.25,0.7790164566040039,0.902785701751709,0.77,0.745,0.8409010791778564,0.902785701751709,0.7575000000000001,0.745
0.125,-0.175,0.786048698425293,0.788999252319336,0.77,0.7675,0.7875239753723144,0.788999252319336,0.76875,0.7675
0.125,-0.1,0.7965591303507487,0.6958258628845215,0.7633333333333333,0.79,0.7461924966176351,0.7965591303507487,0.7766666666666666,0.7633333333333333
0.125,-0.025000000000000022,0.8113980484008789,0.6201297760009765,0.76,0.8075,0.7157639122009277,0.8113980484008789,0.78375,0.76
0.125,0.04999999999999999,0.8316062672932942,0.5589731979370117,0.7566666666666667,0.82,0.695289732615153,0.8316062672932942,0.7883333333333333,0.7566666666666667
0.125,0.125,0.8584519958496094,0.5098753166198731,0.7516666666666667,0.8425,0.6841636562347413,0.8584519958496094,0.7970833333333334,0.7516666666666667
0.125,0.19999999999999996,0.8934729131062825,0.4708381462097168,0.7416666666666667,0.85,0.6821555296579996,0.8934729131062825,0.7958333333333334,0.7416666666666667
0.125,0.275,0.9384955724080404,0.44023569107055666,0.7333333333333333,0.8575,0.6893656317392985,0.9384955724080404,0.7954166666666667,0.7333333333333333
